Date,Close,Dif,Volume,Empresa,Symbol,target,moment,Action,coef_3,coef_7,coef_10,coef_15,coef_20,coef_30
2012-07-02,0.03577994556512205,0.17408962174578788,-0.6616939702549076,Meta,META,0,hold,0,0.07611235959828633,0.23309221026189478,0.07547399274327618,-0.27892089529682973,-0.3896535953844723,0.0005033889375273481
2012-07-03,0.03695980648781993,-0.09400024726045028,-0.8774016900946471,Meta,META,0,hold,0,0.09315082273554229,0.24269196699936324,0.14348457101357356,-0.16535840696957804,-0.3308130221110208,-0.04731408089052029
2012-07-05,0.03770064488952652,-0.045256212118371726,-0.8263369613292116,Meta,META,0,hold,0,-0.09183906781507144,0.25581139651040075,0.19564210700893062,-0.045306664966163646,-0.2883344141302297,-0.07120297930893116
2012-07-06,0.03841404929007639,-0.09399958318182543,-0.7895631105391246,Meta,META,0,hold,0,-0.0528934123056723,0.10333607512585484,0.21536763476920473,0.051823274753710576,-0.23225011231343834,-0.10738362806954382
2012-07-09,0.03962134421393102,-0.017402762356596595,-0.5142282119470296,Meta,META,0,hold,0,-0.05045974408318109,-0.024660071039958698,0.14481579271851322,0.10118371355834498,-0.186096404881208,-0.15654405281450723
2012-07-10,0.03770064488952652,0.34121098439507225,-0.655756211096136,Meta,META,0,hold,0,-0.09427273603756439,-0.10641757507209738,0.0968937502147591,0.10181176316395887,-0.1368735777931132,-0.19952551485375178
2012-07-11,0.03632871455773808,0.18453491443593958,-0.7056414392286766,Meta,META,0,hold,0,0.18321140339340594,-0.07713846045125342,0.021259288275943217,0.10897092577227861,-0.07287219491351835,-0.2053869220216736
2012-07-12,0.035889697270245706,-0.03132915519817235,-0.7752682069643464,Meta,META,0,hold,0,0.13453014646743353,0.0409380225325699,0.0027439872457971047,0.13762844198584287,0.01042341254704733,-0.1984273221413792
2012-07-13,0.03564274939184386,0.11838338630086119,-0.9037814431573116,Meta,META,0,hold,0,0.05177149900365016,0.13005526682338223,0.029367313416548222,0.16046653360166951,0.08382753071581338,-0.2021386679472095
2012-07-16,0.028865415436868568,0.7903479448135431,-0.23698920482469799,Meta,META,0,hold,0,0.0347330358663968,0.18365367973241928,0.06942334381115499,0.14344788654701351,0.13011807241570758,-0.1855599910305093
2012-07-17,0.028426398149376177,0.14275440775396134,-0.004853013712452219,Meta,META,0,hold,0,0.6140431038495717,0.38172779984490823,0.244411368236543,0.21497649206457087,0.19388485083862303,-0.1359827658094233
2012-07-18,0.031225137282264316,-0.2715662385212578,-0.5522057169665896,Meta,META,0,hold,0,0.05177149900365102,0.431966386394227,0.3706302006798212,0.24225244288250264,0.24451512196756228,-0.07380947249819726
2012-07-19,0.03092331093455123,0.14971793621406163,-0.6792818141631605,Meta,META,0,hold,0,-0.23544963463379315,0.3484487713251083,0.39350203634005076,0.24811371482872352,0.2757924885050541,-0.02894255095157593
2012-07-20,0.03026478500331265,0.0905292724604575,-0.7523866998060701,Meta,META,0,hold,0,0.03960130083798246,0.2542115591209096,0.37740698103365244,0.2712239120305147,0.299446006247118,0.0234264548766257
2012-07-23,0.030237345768657005,-0.21237691068903125,-0.7313891731808819,Meta,META,0,hold,0,0.07124409462669894,0.13405508917227263,0.31326893441235654,0.2991487383074799,0.29811672019201607,0.07195840826101159
2012-07-24,0.029414189662983488,0.13579087929386102,-0.765642998727992,Meta,META,0,hold,0,0.015260440243348012,-0.04081972563307662,0.25070405328195583,0.3279108948520289,0.3079299694698463,0.12257427569836886
2012-07-25,0.03185622397884728,-0.32379137381476036,-0.5365702887817294,Meta,META,0,hold,0,0.08584842527816122,0.021898416504860397,0.19999864163901349,0.3428780556008354,0.2962205035057645,0.17324968227541626
2012-07-26,0.025024011554560695,0.32032039901477005,1.37024344427159,Meta,META,0,hold,0,-0.20380637658177675,0.03773798155332625,0.08539719640623317,0.31363440899849987,0.27676987719652596,0.2176667397859426
2012-07-27,0.016408285512150046,-0.17407816823710442,3.725416365003894,Meta,META,0,hold,0,0.6189113688211599,0.17853383388578664,0.07898342405867166,0.3350699736139295,0.31248472843785546,0.2763933093352282
2012-07-30,0.014871725005926685,0.3029122419431429,-0.051256098338323314,Meta,META,0,hold,0,0.7771267305546449,0.510524276680761,0.32718584935380135,0.40770817069981335,0.3997095625244746,0.34618116208527827
2012-07-31,0.010920564184996269,0.5849291678695829,1.0313684842814947,Meta,META,0,hold,0,0.14913447711889322,0.7449174672949993,0.5572359354613858,0.4821465743590019,0.4887914783761376,0.403095076816852
2012-08-01,0.00864316004356741,0.2228336568878652,0.5654053502965395,Meta,META,0,hold,0,0.36333349323573394,0.9161125492961099,0.735491470498049,0.5766389772379877,0.579906426538937,0.4629198554822149
2012-08-02,0.006338321900981804,0.2611317352611672,1.039222428768792,Meta,META,0,hold,0,0.2148546614454224,0.9620311629185095,0.8710286240575628,0.6599739890377919,0.6617945675873239,0.5267602901304057
2012-08-03,0.009219373504337977,-0.24719388891090915,2.0163360503368115,Meta,META,0,hold,0,0.21728832966791528,0.7332376625593414,0.9634842265608186,0.7274206753802072,0.7326769404564385,0.5889071192183253
2012-08-06,0.011496777645766836,-0.17756059654577816,-0.1119218817435352,Meta,META,0,hold,0,-0.24275156782787438,0.4017272167562472,0.9001932140087082,0.7991377357063152,0.7536328182810946,0.6215153602918344
2012-08-07,0.008204142756075013,0.5222587398859311,0.25054309090445936,Meta,META,0,hold,0,-0.18920204593031542,0.1711739715603596,0.7221796689216687,0.8233155493619775,0.7520103111442843,0.648348172323949
2012-08-08,0.008204142756075013,0.0034871589450807226,-0.041131715772689086,Meta,META,0,hold,0,0.3049157063665867,0.042057801896804345,0.4693787421286668,0.8222898241761426,0.7626055504206742,0.6692666828107622
2012-08-09,0.008999864860591789,-0.08355495457030106,-0.6017648715453264,Meta,META,0,hold,0,0.01282630775755348,-0.003540752697631496,0.2629266461848555,0.7895922161724868,0.756291446319635,0.6906284277132414
2012-08-10,0.011194951298053736,-0.13229832563375227,-0.19179782562715925,Meta,META,0,hold,0,-0.05776214154056301,-0.011060491953599066,0.15824842769686664,0.7218733683464943,0.7269102517257258,0.7103230249696385
2012-08-13,0.010618743070782054,0.19846130727751535,-0.2248721505413743,Meta,META,0,hold,0,-0.1818996484729334,0.015658669227239862,0.016055488758333212,0.600251618116957,0.7127572394618485,0.7183411168109635
2012-08-14,0.007271229711778966,0.3655826699267972,0.35222570689863636,Meta,META,0,hold,0,0.06394169716931875,-0.0017809163108477612,-0.045057221855984646,0.46470925418518105,0.6928374377962532,0.725433016356792
2012-08-15,0.009521199852051077,-0.18800588923592862,0.6965070469227861,Meta,META,0,hold,0,0.3097839713381732,0.001739000596228279,0.001775773547126746,0.3057427161610464,0.6617555296085661,0.7334908001166947
2012-08-16,0.005871865378833774,0.20542483573761441,5.112758696453009,Meta,META,0,hold,0,-0.18676837770782245,0.024778276389386587,0.05369122726552339,0.1651345192825972,0.6013314983627295,0.7241165054740075
2012-08-17,0.0036218952385616635,0.34121098439507225,3.9746452512945423,Meta,META,0,hold,0,0.3365585001553023,0.16957404262080294,0.12049160188752714,0.1356605984720341,0.5537507421434932,0.7176861458960226
2012-08-20,0.006256004197014907,-0.327273138044813,2.8431780707944694,Meta,META,0,hold,0,0.21242099322292943,0.3202897107186947,0.1619998720437194,0.13000866707808217,0.5034136995533739,0.7066381345543503
2012-08-21,0.003923721586274763,0.15319970044411055,1.6135184690057485,Meta,META,0,hold,0,-0.22084530398233346,0.24189203304627319,0.19491604483272304,0.12628257613467744,0.4230894229168783,0.6849654675199734
2012-08-22,0.0046920044561358926,-0.02088452658664799,0.778270996938928,Meta,META,0,hold,0,0.21972292641701055,0.1974133188494484,0.26038535932262685,0.16463218340795777,0.3238227929631514,0.6685455822522296
2012-08-23,0.0046920044561358926,0.02785884447680568,0.0907589983417739,Meta,META,0,hold,0,-0.05532800905476758,0.1890936151237033,0.27587527818212676,0.2145368333845211,0.2484051577440719,0.6433071093910618
2012-08-24,0.0046096867521689885,0.04526766562705645,-0.03771800745632414,Meta,META,0,hold,0,0.01282630775755348,0.05885733041234156,0.22395973213639328,0.228959770983339,0.21988408876313065,0.6114398186208445
2012-08-27,0.0038962823516191514,0.12534625068233418,-0.39672901579365705,Meta,META,0,hold,0,0.02012870521493455,0.02365831392502203,0.1575223424388248,0.2112293716407288,0.19449076352019423,0.596898755669108
2012-08-28,0.0044176173430784255,-0.0765914261101995,-0.20700251467304415,Meta,META,0,hold,0,0.07611235959828545,0.08637660864640048,0.1509875981982852,0.2277456788280591,0.19451033470935367,0.5805053283155537
2012-08-29,0.003759091411839839,0.08356574400035843,-0.5810732904767936,Meta,META,0,hold,0,-0.033421280945923414,0.02957824630818584,0.07075442702508906,0.23251846055475012,0.20240788932566658,0.5463159568390168
2012-08-30,0.0037316521771842068,0.06963935115878266,0.003556463496140192,Meta,META,0,hold,0,0.0712440946266998,0.06573719574588884,0.06010502269491938,0.22893887326156037,0.2279380376505995,0.5089775686554008
2012-08-31,0.0009054738096404141,0.2228336568878652,1.1354221783397507,Meta,META,2,buy,1,0.015260440243347162,0.06941705061688175,0.09023787250840308,0.19251516233643973,0.2312808034704572,0.4675639777783263
2012-09-04,0.0,0.12882801491238433,0.646641946787394,Meta,META,2,buy,1,0.2635363826346946,0.14429487241560382,0.11262572826938522,0.17932727051229302,0.23261010071122634,0.4293920340681095
2012-09-05,0.0023322826107401162,-0.1009631116419245,1.2166426724328865,Meta,META,2,buy,1,0.09315082273554229,0.20477315065818816,0.17882112801733027,0.19860676838118763,0.25565764984338274,0.3901814342615633
2012-09-06,0.0033749473601598357,-0.06962789765009922,0.624263639557827,Meta,META,0,hold,0,-0.1940703109019019,0.1726141151194412,0.16962394036691208,0.15791265552356826,0.2579057266077067,0.32717456271091416
2012-09-07,0.0034298258294711073,0.04874942985710658,0.23398982604963314,Meta,META,0,hold,0,-0.07966840538610388,0.0705371351480002,0.13162514768978392,0.13767027336357981,0.24361588007616566,0.27823905421120504
2012-09-10,0.002963369307323077,0.09401103669050888,-0.2319290263415957,Meta,META,0,hold,0,0.007958042785966117,-0.01842032376233794,0.08866473009934281,0.13882162843397075,0.20932805525050766,0.2550580412742901
2012-09-11,0.00466456522148026,-0.17059706808567912,0.80306868942573,Meta,META,0,hold,0,0.05420563148944472,-0.09649809499023783,0.06446169581600769,0.11416234867664159,0.17660408365107355,0.235879455363108
2012-09-12,0.008780356216845586,-0.05221974057847204,3.6642956888631284,Meta,META,0,hold,0,-0.1380866565185501,-0.11777753439661151,-0.005364176385813113,0.09429675236046865,0.15136714522218192,0.2223770421985838
2012-09-13,0.008176703521419387,0.09401103669050888,1.3881251569382094,Meta,META,0,hold,0,-0.3522852083720867,-0.1782558126391958,-0.13218826068516062,0.02594989884841525,0.08185311875826165,0.201709946249565
2012-09-14,0.011716286289513031,-0.29593792405298525,1.7012443317772399,Meta,META,0,hold,0,0.06637629391841317,-0.21393473456832993,-0.22561205380525226,-0.0301719471305854,0.041681215352490815,0.1914491663718403
2012-09-17,0.010399234427035858,0.4073625125301494,0.8094854949166329,Meta,META,0,hold,0,-0.3011698189603214,-0.3272114002167956,-0.2995524014420304,-0.11513972021214795,-0.003514607463423365,0.1592643225874726
2012-09-18,0.011359586705987544,-0.08703671880034998,0.24964135663221204,Meta,META,1,sell,1,0.12966188149584612,-0.30705201482485217,-0.28261028898461316,-0.16803787101268255,-0.05326522653290438,0.12389076134468407
2012-09-19,0.015255869057606682,-0.44565046555201754,1.9412908257687984,Meta,META,1,sell,1,-0.07236647219202268,-0.21457473055750317,-0.28817705034482394,-0.2265042704882617,-0.08960566231597009,0.09691900236107831
2012-09-20,0.013335164499703303,0.1566814646741619,1.0744222701818757,Meta,META,1,sell,1,-0.33281261274903795,-0.2072150208155178,-0.34565931158710006,-0.30548518965128685,-0.15110486362796166,0.0575562455732983
2012-09-21,0.014076008134908786,0.04526700154843157,0.8316464197769973,Meta,META,0,hold,0,0.18321186765670583,-0.18833556636854404,-0.3180677947995129,-0.3475608878679717,-0.19276245481710202,0.023499190166000383
2012-09-24,0.008396217398664467,0.35165561300659653,1.9543216911226584,Meta,META,0,hold,0,-0.05289387656897305,-0.11329765402246333,-0.24957312122079742,-0.3499891400542037,-0.23242610760220023,-0.01995199827233298
2012-09-25,0.00699684783222039,0.32728392747487034,0.6333292894734566,Meta,META,0,hold,0,0.516680125734328,0.05165755863427278,-0.06938138960513611,-0.26562844698811744,-0.223844381647568,-0.04145267372259832
2012-09-26,0.007929760876516437,-0.1566706752441021,0.3104842664123297,Meta,META,0,hold,0,0.13696427895322721,0.2724511396454638,0.061194092877396244,-0.18126775392203098,-0.2067982151881422,-0.046659138997518945
2012-09-27,0.007106599537344042,0.2402418139594911,-0.01381802364233987,Meta,META,0,hold,0,-0.069932339706229,0.387167765752881,0.18075725535082612,-0.11097413029615867,-0.1892047004723937,-0.06321797121675381
2012-09-28,0.010783373245216978,-0.37253474487821403,1.4060149208036878,Meta,META,0,hold,0,0.08584888954146196,0.32684957805765535,0.23569827589454245,-0.026194724184040927,-0.16316626424123065,-0.06418385038353433
2012-10-01,0.011688847054857399,0.038304137166954876,0.8334418371226326,Meta,META,0,hold,0,-0.3133400171259892,0.14269503502611197,0.2344881645735855,0.03306713824720557,-0.13816388179779376,-0.0691256847818007
2012-10-02,0.012457129924718521,-0.05918326903857483,-0.04902189065485334,Meta,META,0,hold,0,-0.06749820722043531,-0.12785704399245265,0.19782054743772848,0.07581270147649484,-0.10547898919123085,-0.08492370938204388
2012-10-03,0.011249829767364994,0.17060785751573893,0.05800672138193289,Meta,META,0,hold,0,-0.05532800905476758,-0.21681453341947918,0.06313049719290217,0.07455670607511906,-0.08600881406416734,-0.09357028520218114
2012-10-04,0.01157909534973374,0.13579087929386102,0.6574989884492292,Meta,META,0,hold,0,0.11992581581597299,-0.16609604142834514,-0.020249004962083404,0.0977925810737056,-0.05901248948813225,-0.09886275888739204
2012-10-05,0.008725477747534315,0.20890659996766456,0.40135814793782754,Meta,META,0,hold,0,-0.016382817808670905,-0.11345771405313362,-0.13497153749701207,0.08194616684778593,-0.028907996091807466,-0.1036855339336303
2012-10-08,0.007326108181090259,0.006968923175129609,0.06753128963254545,Meta,META,0,hold,0,0.2659705151204883,0.0985361662404321,-0.08511325225059135,0.109263976992261,0.028622880958480364,-0.09691778169132391
2012-10-09,0.006859651658942215,0.06267582269868359,-0.13676385582406358,Meta,META,0,hold,0,0.1369642789532255,0.22013268819808457,0.021743245093355682,0.1369167096613216,0.08711161652519381,-0.08185407651212032
2012-10-10,0.0052407734487519494,0.10793809361070826,0.3527490348244942,Meta,META,0,hold,0,0.054205631489446446,0.278051074034041,0.11770834815750966,0.1184536483309189,0.12116488909395294,-0.06627435998770154
2012-10-11,0.005542599796465042,0.05223053000853189,-0.35191201734307814,Meta,META,0,hold,0,0.15643687457627511,0.295490568022063,0.25566581668627375,0.1252150874467779,0.16853062695989243,-0.042259768811363244
2012-10-12,0.004911513099882088,0.08704750823040858,-0.4729980225882917,Meta,META,0,hold,0,-0.0139486853228755,0.2692513122830394,0.2989892884466528,0.1081545371460259,0.18665197467114042,-0.018807506733776302
2012-10-15,0.004911513099882088,0.06267582269868234,-0.41743267366047887,Meta,META,0,hold,0,0.06880996214090611,0.18141372428700123,0.3103647087893617,0.1493300602076994,0.21380465250421823,0.017432691261114044
2012-10-16,0.004801756161259545,0.07660287961888297,-0.3512115630423146,Meta,META,0,hold,0,0.01282630775755348,0.13229510020204727,0.2749071798926275,0.20120244190284609,0.23020571916108462,0.05791348167326173
2012-10-17,0.005899299379990522,-0.12533479717365195,0.5440736989186883,Meta,META,2,buy,1,0.022562837700728235,0.09901613271562375,0.23473013144137506,0.24030560489301112,0.2149579880132275,0.09151406487503448
2012-10-18,0.0034298258294711073,0.25765063510974184,0.8694588752199406,Meta,META,2,buy,1,-0.08453667035769037,0.023338437997189137,0.1394910905534285,0.2731707220711995,0.19890879262010067,0.11823444717554979
2012-10-19,0.003484704298782372,0.006968923175129609,0.1721284396138076,Meta,META,2,buy,1,0.2318931245826774,0.07453701853026777,0.12569535524146933,0.28660983373759197,0.18811809126535056,0.15370063004535253
2012-10-22,0.004362738873767154,-0.03481091942822252,0.07600920203144235,Meta,META,0,hold,0,0.007958042785966117,0.09069652053994352,0.1184344334155515,0.2779225661492455,0.20985586214611676,0.19066854812461642
2012-10-23,0.004856634630570816,-0.08007319034024968,1.9251240184592209,Meta,META,1,sell,1,-0.06506407473464161,0.08301669073661792,0.08902773810561203,0.23921711068079451,0.23243422100769304,0.21864587566993368
2012-10-24,0.015091233649672874,0.32032039901477005,7.986416746929246,Meta,META,1,sell,1,-0.03098714846013145,0.054537418518798744,0.07559505696359037,0.19707861948160807,0.24332264408023402,0.2299982249487194
