Open,High,Low,Close,Volume,Dividends,Stock Splits,Empresa,Symbol
0.7958727584018376,0.8537368638288281,0.771683367415131,0.8494684100151062,535796800,0.0,0.0,Apple,AAPL
0.8214849178142574,0.8395079598594806,0.7678892650243302,0.7778497338294983,512377600,0.0,0.0,Apple,AAPL
0.7873351093022594,0.8390337311581934,0.7816439045985475,0.7892321944236755,778321600,0.0,0.0,Apple,AAPL
0.8053589333544945,0.8119987052862591,0.7209332585334778,0.7209332585334778,767972800,0.0,0.0,Apple,AAPL
0.7323166039265944,0.7664664642638715,0.7247283145976307,0.7550831437110901,460734400,0.0,0.0,Apple,AAPL
0.7740546023325551,0.7759516870833754,0.7190361555876795,0.7418026924133301,505064000,0.0,0.0,Apple,AAPL
0.7280483070533695,0.7541347367296369,0.6867844352725226,0.7038589119911194,441548800,0.0,0.0,Apple,AAPL
0.7209333477682539,0.7247283793310474,0.6564286525558976,0.6616464853286743,976068800,0.0,0.0,Apple,AAPL
0.7170202323383049,0.749391151197662,0.7019617925766344,0.7342137098312378,1032684800,0.0,0.0,Apple,AAPL
0.7588773697627512,0.7759518452478494,0.7541346822492484,0.7621972560882568,390376000,0.0,0.0,Apple,AAPL
0.7664665325814524,0.8044105156350116,0.7621972677231581,0.7887579798698425,459177600,0.0,0.0,Apple,AAPL
0.801564057708864,0.8252791676054203,0.7844895311806903,0.808678925037384,597643200,0.0,0.0,Apple,AAPL
0.8765035494680187,0.9220358250529892,0.8613261580467223,0.8613261580467224,1831132800,0.0,0.0,Apple,AAPL
0.8670171012771013,0.8670171012771013,0.8361879424437936,0.8447256088256836,495924800,0.0,0.0,Apple,AAPL
0.8229078059072621,0.8556340073791576,0.7977698945634968,0.8063076138496399,440876800,0.0,0.0,Apple,AAPL
0.7968212132364004,0.8584803449804593,0.7769010881897175,0.8518396615982056,497145600,0.0,0.0,Apple,AAPL
0.8347652768372812,0.8665429578383897,0.832868242491831,0.8361880779266357,367158400,0.0,0.0,Apple,AAPL
0.8257534219225834,0.8575319678767808,0.8119988321047427,0.8347653746604919,340144000,0.0,0.0,Apple,AAPL
0.8210107696333323,0.8414051320421335,0.7636208902429991,0.771209180355072,423348800,0.0,0.0,Apple,AAPL
0.766466561197153,0.7882837253433262,0.7171392547345672,0.7873351573944092,701680000,0.0,0.0,Apple,AAPL
0.7892322934245465,0.7968214454307793,0.7588774585186259,0.7607744932174683,318035200,0.0,0.0,Apple,AAPL
0.7645694309068204,0.7750033231063015,0.7361107729789862,0.7498654127120972,464195200,0.0,0.0,Apple,AAPL
0.7612487052526392,0.7911301652183078,0.7607744212924966,0.7840152978897095,475193600,0.0,0.0,Apple,AAPL
0.7887579119820011,0.83476527560643,0.7863865430628844,0.8195878863334656,425320000,0.0,0.0,Apple,AAPL
0.8195878847480799,0.8670172387994812,0.803936160928928,0.8655943870544434,441067200,0.0,0.0,Apple,AAPL
0.8651201015343554,0.8812460585780676,0.8442515079914501,0.8717607855796814,408643200,0.0,0.0,Apple,AAPL
0.8660686265306217,0.8888351651726587,0.8532625561981042,0.8546853065490723,299364800,0.0,0.0,Apple,AAPL
0.8565834195371629,0.8641717606240253,0.8347653937659385,0.8613261580467224,302982400,0.0,0.0,Apple,AAPL
0.8622744051964601,0.8660685747740707,0.8214848278436541,0.8252789974212646,212251200,0.0,0.0,Apple,AAPL
0.8295474708040258,0.8793490030456138,0.8243304998559233,0.8788747191429138,367539200,0.0,0.0,Apple,AAPL
0.8746062721918272,0.9101788782258527,0.8741319883403561,0.9030640125274658,485744000,0.0,0.0,Apple,AAPL
0.8935780000401807,0.8964244129415564,0.8508913307003987,0.8660687208175659,378246400,0.0,0.0,Apple,AAPL
0.8741321038292779,0.8765034220788744,0.8584804306996984,0.8717607855796814,289497600,0.0,0.0,Apple,AAPL
0.8698637169922586,0.8755549217585261,0.8414051094735161,0.8442515730857849,233441600,0.0,0.0,Apple,AAPL
0.8357138392185923,0.8874124575915439,0.8096273627450822,0.863697350025177,422296000,0.0,0.0,Apple,AAPL
0.8593101319883866,0.9030643270090166,0.8423537438157949,0.8821948170661926,473099200,0.0,0.0,Apple,AAPL
0.8902579889552795,0.9040126266382543,0.8480455588152473,0.8742501735687256,376432000,0.0,0.0,Apple,AAPL
0.8712866525000741,0.8878868963317033,0.8357139849474858,0.8376110196113586,249144000,0.0,0.0,Apple,AAPL
0.8357137101464354,0.8727091162017537,0.822433357334269,0.8594287633895874,328328000,0.0,0.0,Apple,AAPL
0.8618002541173825,0.8897838168751062,0.8542112045454755,0.8698636889457703,368961600,0.0,0.0,Apple,AAPL
0.8997441902315779,1.0021920423881503,0.8992699063467166,0.9889116883277893,1077003200,0.0,0.0,Apple,AAPL
0.9637745060291443,0.9708885606531062,0.9158700166588765,0.9258304834365845,311259200,0.0,0.0,Apple,AAPL
0.9476476661816107,0.9731417645831385,0.9106531221064382,0.9713627696037292,323366400,0.0,0.0,Apple,AAPL
0.956185765707293,0.9799008786197553,0.9485966134535054,0.9538144469261169,210560000,0.0,0.0,Apple,AAPL
0.9595056184529044,0.9670947704371661,0.9191902622930983,0.9324706196784973,273011200,0.0,0.0,Apple,AAPL
0.9324702542428094,0.9405336870706158,0.8997440628926804,0.9258304834365845,271230400,0.0,0.0,Apple,AAPL
0.9172929477780921,0.9485962903936752,0.8973728230610031,0.9277276992797852,276718400,0.0,0.0,Apple,AAPL
0.9234593201098662,0.9708887230262013,0.9182414879947961,0.9542884826660156,248606400,0.0,0.0,Apple,AAPL
