Open,High,Low,Close,Volume,Dividends,Stock Splits,Empresa,Symbol
0.9031654588535686,0.9103338761845088,0.8434324394183984,0.894802451133728,30091200,0.0,0.0,NVIDIA,NVDA
0.8792719431889898,0.8816619990787888,0.8267073385674307,0.8709098100662231,30048000,0.0,0.0,NVIDIA,NVDA
0.8458217808232654,0.8601577432101004,0.8302912278206694,0.8422380089759827,18835200,0.0,0.0,NVIDIA,NVDA
0.8422377756298828,0.8422377756298828,0.7550274348551638,0.7872831225395203,12048000,0.0,0.0,NVIDIA,NVDA
0.7836993183237733,0.8087865882339629,0.7717525409869368,0.8004244565963745,7118400,0.0,0.0,NVIDIA,NVDA
0.802813803501441,0.8601576466086869,0.7884778427246296,0.8267073631286621,23985600,0.0,0.0,NVIDIA,NVDA
0.8219280219078221,0.8314856195454404,0.7932561039924622,0.7932561039924622,14812800,0.0,0.0,NVIDIA,NVDA
0.7932561027684989,0.7944506930966712,0.7621950042410341,0.7729471921920776,12355200,0.0,0.0,NVIDIA,NVDA
0.7717525642070883,0.81237125837548,0.7621949670505694,0.805202841758728,13219200,0.0,0.0,NVIDIA,NVDA
0.8171498450066925,0.8732991031794747,0.8147606638074579,0.8398488163948059,60456000,0.0,0.0,NVIDIA,NVDA
0.8506001609893343,0.8792720863597357,0.8123715104939475,0.8756883144378662,26164800,0.0,0.0,NVIDIA,NVDA
0.8792720462652505,0.8792720462652505,0.8601577218891633,0.8673261404037476,16468800,0.0,0.0,NVIDIA,NVDA
0.8744934723131286,0.922279709189006,0.8577683331564451,0.8649358749389648,17956800,0.0,0.0,NVIDIA,NVDA
0.8625467060990976,0.866130477039195,0.8338747885833521,0.8553791642189026,54427200,0.0,0.0,NVIDIA,NVDA
0.8828566093374033,0.8828566093374033,0.8123713964472572,0.8171497583389282,25694400,0.0,0.0,NVIDIA,NVDA
0.8207336755757565,0.8290966853696193,0.7836996143403406,0.8099823594093323,23712000,0.0,0.0,NVIDIA,NVDA
0.8099820738434121,0.8314855735927779,0.7621949632938053,0.776530921459198,23246400,0.0,0.0,NVIDIA,NVDA
0.7825048493304575,0.7825048493304575,0.7072404029462066,0.7359123229980469,45820800,0.0,0.0,NVIDIA,NVDA
0.726355594002109,0.7311339556411017,0.6857368950780112,0.714408814907074,19444800,0.0,0.0,NVIDIA,NVDA
0.7179925370059982,0.7335230862675636,0.669011708565291,0.7084349393844604,18240000,0.0,0.0,NVIDIA,NVDA
0.7096306403819873,0.7311341484250072,0.683347894442242,0.7251611948013306,9297600,0.0,0.0,NVIDIA,NVDA
0.7287447285119435,0.7598058271866579,0.7251609575104375,0.745469868183136,14904000,0.0,0.0,NVIDIA,NVDA
0.7693636258245161,0.7848941792186941,0.7526384817844574,0.757416844367981,10824000,0.0,0.0,NVIDIA,NVDA
0.7813102115034879,0.7813102115034879,0.759805835270659,0.7753363847732544,12369600,0.0,0.0,NVIDIA,NVDA
0.7789202866991732,0.7789202866991732,0.7263556776259388,0.7275502681732178,21748800,0.0,0.0,NVIDIA,NVDA
0.7454700266981026,0.7884779128537623,0.726355702294815,0.7621951699256897,46881600,0.0,0.0,NVIDIA,NVDA
0.7908669836650419,0.8040083532952178,0.7801147948771594,0.7813102602958679,58905600,0.0,0.0,NVIDIA,NVDA
0.8290963296961358,0.9557307629778845,0.8290963296961358,0.9413948059082031,97008000,0.0,0.0,NVIDIA,NVDA
0.9879866664763638,0.9891812569136598,0.8864403543231892,0.9557309746742249,42379200,0.0,0.0,NVIDIA,NVDA
0.9581200921695692,1.1086472272872925,0.9485624943058588,1.1086472272872925,65011200,0.0,0.0,NVIDIA,NVDA
1.1110370628298316,1.112231652951377,1.0202420886109924,1.0656391382217407,45048000,0.0,0.0,NVIDIA,NVDA
1.077586463212568,1.151655463455904,1.065639680915684,1.1146214008331299,101956800,0.0,0.0,NVIDIA,NVDA
1.1134267548150054,1.1612130066318842,1.096701610428985,1.1540454626083374,53577600,0.0,0.0,NVIDIA,NVDA
1.1373190452829758,1.304572180617728,1.128956913514701,1.2878470420837402,96086400,0.0,0.0,NVIDIA,NVDA
1.2472290017137313,1.2639541490071777,1.204221105102913,1.2520073652267456,54249600,0.0,0.0,NVIDIA,NVDA
1.2376709230749112,1.2723166701962183,1.2221403726403803,1.2591753005981445,51139200,0.0,0.0,NVIDIA,NVDA
1.2663423404927687,1.2747053450986288,1.1946625688611552,1.2472280263900757,24432000,0.0,0.0,NVIDIA,NVDA
1.2484234102915857,1.2484234102915857,1.118205148595933,1.1695760488510132,27873600,0.0,0.0,NVIDIA,NVDA
1.1636022217624284,1.1755490038130019,1.1420987140696122,1.1612130403518677,51787200,0.0,0.0,NVIDIA,NVDA
1.154045167328946,1.237670867862185,1.154045167328946,1.2233349084854126,30604800,0.0,0.0,NVIDIA,NVDA
1.2233350544764887,1.2233350544764887,1.1683812661386872,1.1874955892562866,38356800,0.0,0.0,NVIDIA,NVDA
1.197053290078178,1.197053290078178,1.1038690975881231,1.1074528694152832,19104000,0.0,0.0,NVIDIA,NVDA
1.108647346682698,1.1373192683641267,1.0990906227872952,1.125373363494873,27369600,0.0,0.0,NVIDIA,NVDA
1.1325407914626293,1.2185565477762468,1.1086472341541174,1.1182048320770264,43209600,0.0,0.0,NVIDIA,NVDA
1.433595671478554,1.6677493394875986,1.371473484046936,1.592485785484314,195220800,0.0,0.0,NVIDIA,NVDA
1.591590480083125,1.6199632563761301,1.4766036761658532,1.6056272983551025,66873600,0.0,0.0,NVIDIA,NVDA
