Date,Close,Mean,Dif,Volume,Empresa,Symbol,target,moment,Action
2000-01-03,36.20560073852539,,0.25237147967872886,53228400,Microsoft,MSFT,0,hold,0
2000-01-04,34.98257064819336,,0.29119786888063004,54119000,Microsoft,MSFT,0,hold,0
2000-01-05,35.3514289855957,35.51320012410482,-0.8347674060299966,64059600,Microsoft,MSFT,0,hold,0
2000-01-06,34.16719436645508,34.83373133341471,0.6794612516056446,54976600,Microsoft,MSFT,0,hold,0
2000-01-07,34.61371612548828,34.71077982584635,-0.8735935084952189,62013600,Microsoft,MSFT,0,hold,0
2000-01-10,34.8660888671875,34.54899978637695,0.36885060605599307,44963600,Microsoft,MSFT,0,hold,0
2000-01-11,33.97307205200195,34.484292348225914,0.6600482570103239,46743600,Microsoft,MSFT,0,hold,0
2000-01-12,32.86652755737305,33.901896158854164,0.8347670909433162,66532400,Microsoft,MSFT,0,hold,0
2000-01-13,33.48774337768555,33.442447662353516,-1.0677251511725814,83144000,Microsoft,MSFT,0,hold,0
2000-01-14,34.8660888671875,33.74011993408203,-1.5724683731860694,73416400,Microsoft,MSFT,0,hold,0
2000-01-18,35.81732940673828,34.72372055053711,-1.0871384535378539,81483600,Microsoft,MSFT,0,hold,0
2000-01-19,33.23536682128906,34.63959503173828,1.0871381670515134,97568200,Microsoft,MSFT,0,hold,0
2000-01-20,32.924774169921875,33.99249013264974,0.330024269391906,56349800,Microsoft,MSFT,0,hold,0
2000-01-21,32.22589492797852,32.795345306396484,1.009485865213776,68416200,Microsoft,MSFT,0,hold,0
2000-01-24,31.449371337890625,32.20001347859701,0.7910875814932368,63597600,Microsoft,MSFT,0,hold,0
2000-01-25,31.934701919555664,31.8699893951416,-0.56298258703168,59823200,Microsoft,MSFT,0,hold,0
2000-01-26,30.86697578430176,31.417016347249348,0.9512464235413702,49365000,Microsoft,MSFT,0,hold,0
2000-01-27,30.67285919189453,31.158178965250652,0.3542909368684022,63654800,Microsoft,MSFT,0,hold,0
2000-01-28,30.51753044128418,30.68578847249349,-0.038826374607232594,58225400,Microsoft,MSFT,2,buy,1
2000-01-31,30.401052474975582,30.530480702718098,-0.07765275217106549,73194200,Microsoft,MSFT,2,buy,1
2000-02-01,31.97352600097656,30.96403630574544,-1.378336579277068,70196600,Microsoft,MSFT,2,buy,1
2000-02-02,31.3134822845459,31.229353586832683,0.5047430498438885,49915600,Microsoft,MSFT,0,hold,0
2000-02-03,32.18708038330078,31.824696222941082,-0.4853299213404796,49186000,Microsoft,MSFT,0,hold,0
2000-02-04,33.09947204589844,32.200011571248375,-0.6794613029949801,55365400,Microsoft,MSFT,0,hold,0
2000-02-07,33.118896484375,32.80181630452474,0.05823956005458797,40005800,Microsoft,MSFT,1,sell,1
2000-02-08,34.14780807495117,33.45539220174154,-1.0871388585544466,56229000,Microsoft,MSFT,1,sell,1
2000-02-09,32.30354690551758,33.190083821614586,1.688947464411072,55090000,Microsoft,MSFT,1,sell,1
2000-02-10,32.924774169921875,33.12537638346354,-0.655195240704515,54527800,Microsoft,MSFT,0,hold,0
2000-02-11,31.04169273376465,32.09000460306803,1.5336421050452813,115559000,Microsoft,MSFT,0,hold,0
2000-02-14,30.94463539123535,31.637034098307293,0.49988981262503884,81028600,Microsoft,MSFT,0,hold,0
