Date,Close,Mean,Dif,Volume,Empresa,Symbol,target,moment,Action
2010-06-29,1.5926669836044312,,-0.3259999752044678,281494500,Tesla,TSLA,0,hold,0
2010-06-30,1.5886670351028442,,0.13066601753234863,257806500,Tesla,TSLA,0,hold,0
2010-07-01,1.4639999866485596,1.548444668451945,0.20266699790954612,123282000,Tesla,TSLA,0,hold,0
2010-07-02,1.2799999713897705,1.444222331047058,0.2533329725265503,77097000,Tesla,TSLA,0,hold,0
2010-07-06,1.0740000009536743,1.2726666529973347,0.25933301448822,103003500,Tesla,TSLA,2,buy,1
2010-07-07,1.053333044052124,1.1357776721318562,0.039999961853027344,103825500,Tesla,TSLA,2,buy,1
2010-07-08,1.1640000343322754,1.0971110264460247,-0.08800005912780762,115671000,Tesla,TSLA,2,buy,1
2010-07-09,1.159999966621399,1.1257776816685994,0.012000083923339844,60759000,Tesla,TSLA,0,hold,0
2010-07-12,1.136667013168335,1.1535556713740032,0.059999942779541016,33037500,Tesla,TSLA,0,hold,0
2010-07-13,1.2093329429626465,1.1686666409174602,-0.04999995231628418,40201500,Tesla,TSLA,0,hold,0
2010-07-14,1.3226670026779177,1.222888986269633,-0.12666702270507835,62928000,Tesla,TSLA,0,hold,0
2010-07-15,1.3259999752044678,1.2859999736150105,0.003332972526550293,56097000,Tesla,TSLA,0,hold,0
2010-07-16,1.3760000467300415,1.3415556748708088,0.003999948501586914,39319500,Tesla,TSLA,1,sell,1
2010-07-19,1.4606670141220093,1.387555678685506,-0.03600001335144043,37297500,Tesla,TSLA,1,sell,1
2010-07-20,1.3533329963684082,1.396666685740153,0.10333395004272461,27379500,Tesla,TSLA,1,sell,1
2010-07-21,1.3480000495910645,1.387333353360494,0.029332995414733887,18787500,Tesla,TSLA,0,hold,0
2010-07-22,1.399999976158142,1.3671110073725383,-0.0333329439163208,14367000,Tesla,TSLA,0,hold,0
