Date,Close,Mean,Dif,Volume,Empresa,Symbol,target,moment,Action,coef_3,coef_7,coef_10,coef_15,coef_20,coef_30
2000-02-15,3.690624952316284,3.740624984105428,-0.0187499523162841,128490000,Amazon,AMZN,0,hold,0,0.08750009536743161,0.03955356734139579,0.0029166579246520845,-0.0611744524358393,-0.04514254143363549,-0.01771089584369377
2000-02-16,3.534374952316284,3.6489582856496177,0.1031250953674316,85204000,Amazon,AMZN,0,hold,0,0.031249999999999993,0.0914285659790039,0.04869790871938067,-0.0486607137617174,-0.04309210359004503,-0.0232773994577342
2000-02-17,3.450000047683716,3.558333317438761,0.1124999523162841,122592000,Amazon,AMZN,0,hold,0,0.15624999999999994,0.0809821333203997,0.04708333015441892,-0.03320741601042695,-0.03615131336346005,-0.023463667437360787
2000-02-18,3.237499952316284,3.4072916507720947,0.1843750476837158,174528000,Amazon,AMZN,0,hold,0,0.08437490463256835,0.07580357960292271,0.06328124602635703,-0.005865383148193354,-0.02500000083655641,-0.021497843183320132
2000-02-22,3.1781249046325684,3.288541634877523,0.0687501430511474,113716000,Amazon,AMZN,0,hold,0,0.21250009536743159,0.10946429116385326,0.10052082935969035,0.024416207219218153,-0.016957236172860112,-0.019459666407167026
2000-02-23,3.5218749046325684,3.31249992052714,-0.2781248092651363,168824000,Amazon,AMZN,0,hold,0,0.0593750476837158,0.11892857551574706,0.09932291507720947,0.0516964262658423,-0.00768092138725414,-0.016991992889366706
2000-02-24,3.421875,3.373958269755045,0.1062500476837158,117386000,Amazon,AMZN,0,hold,0,-0.34374999999999994,0.060714299338204526,0.07088543176651003,0.06500686760787124,-0.00043859481811523105,-0.016133003046947158
2000-02-25,3.456249952316284,3.4666666189829507,-0.0843749046325683,97410000,Amazon,AMZN,0,hold,0,0.0999999046325683,0.011607149669102257,0.05786459048589072,0.05708104385124456,0.007012062741999042,-0.013315884468003442
2000-02-28,3.2874999046325684,3.3885416189829507,0.0406250953674316,101154000,Amazon,AMZN,0,hold,0,-0.034374952316284166,-0.02651784760611398,0.0360937515894572,0.053983518579504,0.018656800922594568,-0.011493224345991756
2000-02-29,3.4437499046325684,3.3958332538604736,-0.1437499523162841,142970000,Amazon,AMZN,0,hold,0,0.16875004768371574,-0.028125000000000004,0.02697917222976685,0.059505497230278266,0.031096492733871717,-0.007804801076503804
2000-03-01,3.293750047683716,3.3416666189829507,0.0874998569488525,111534000,Amazon,AMZN,0,hold,0,-0.15624999999999994,-0.018839284351893835,0.00281250874201457,0.04513736557174514,0.038651316626030094,-0.005110834972024545
2000-03-02,3.128124952316284,3.288541634877523,0.1187500953674316,159602000,Amazon,AMZN,2,buy,1,0.14999985694885246,0.035535703386579236,-0.002447915077209474,0.036662092837658554,0.04694627126057942,-0.0022583114689794024
2000-03-03,3.125,3.1822916666666665,0.0374999046325683,121190000,Amazon,AMZN,2,buy,1,0.16562509536743159,0.05142857006617955,0.00635416110356649,0.03645604678562709,0.04460526349251729,0.0024753710319256033
2000-03-06,3.196875095367432,3.150000015894572,-0.0531251430511479,153316000,Amazon,AMZN,2,buy,1,0.003124952316284179,0.06526784215654646,0.02770832379659018,0.033344779171786465,0.04535087786222759,0.008169643279954132
2000-03-07,3.174999952316284,3.165625015894572,0.0687501430511479,83576000,Amazon,AMZN,0,hold,0,-0.07187509536743204,0.044999967302594805,0.047343734900156635,0.028056313965346774,0.04667762957121196,0.010400246281929206
2000-03-08,3.181250095367432,3.184375047683716,-0.0187501907348637,118814000,Amazon,AMZN,0,hold,0,0.0218751430511479,0.04678570202418732,0.04010415871938068,0.022115380947406466,0.04025219072375379,0.012952585408253038
2000-03-09,3.440624952316284,3.265625,-0.2906248569488521,166250000,Amazon,AMZN,0,hold,0,-0.0062501430511479016,0.009999990463256761,0.03499998251597083,0.018880487798334455,0.034528507266128244,0.016959666266229936
2000-03-10,3.34375,3.321875015894572,0.0187499523162841,74270000,Amazon,AMZN,0,hold,0,-0.259374856948852,-0.04883928980146139,0.005729154745737683,0.00946427753993441,0.026814690807409437,0.018363607458293144
