Date,Close,Mean,Dif,Volume,Empresa,Symbol,target,moment,Action,coef_3,coef_7,coef_10,coef_15,coef_20,coef_30
2000-02-15,1.0656390190124512,1.0433388749758403,0.045397919529585,45048000,NVIDIA,NVDA,0,hold,0,-0.15291589498519925,-0.07560500417436873,-0.04055877824624383,-0.02074250939128163,-0.005424176810080552,-0.0010863719021745539
2000-02-16,1.1146210432052612,1.0963022708892822,-0.0370349257378492,101956800,NVIDIA,NVDA,0,hold,0,0.043007731437683314,-0.071816166809627,-0.04780636231104534,-0.0274903640642271,-0.010395648604945134,-0.0032232257239337065
2000-02-17,1.154045581817627,1.1114352146784463,-0.0406187119891172,53577600,NVIDIA,NVDA,1,sell,1,-0.04898202419281003,-0.06263434546334402,-0.053978825608889267,-0.03302781804577335,-0.01575067189701817,-0.005390099351629252
2000-02-18,1.287847638130188,1.1855047543843586,-0.150528066468726,96086400,NVIDIA,NVDA,1,sell,1,-0.03942453861236571,-0.042769031865256164,-0.05831948618094127,-0.037318131949875384,-0.02112248539924622,-0.00728861945016044
2000-02-22,1.252007007598877,1.2313000758488972,-0.0047783621481054,54249600,NVIDIA,NVDA,1,sell,1,-0.13380205631256098,-0.052736069474901476,-0.061286286513010685,-0.04330195542220231,-0.027412294818643945,-0.010026346022272353
2000-02-23,1.259175419807434,1.266343355178833,-0.0215043795591067,51139200,NVIDIA,NVDA,0,hold,0,0.03584063053131102,-0.04065290519169396,-0.05541248122851055,-0.04626629955165988,-0.03218466294439216,-0.012470993384939113
2000-02-24,1.2472288608551023,1.2528037627538045,0.0191143268912341,24432000,NVIDIA,NVDA,0,hold,0,-0.007168412208557126,-0.0432469129562378,-0.04344597955544789,-0.04778917372881712,-0.03570787216487684,-0.014508393685805976
2000-02-25,1.1695754528045654,1.2253265778223674,0.0788473212579015,27873600,NVIDIA,NVDA,0,hold,0,0.01194655895233176,-0.026931084905351878,-0.0360590100288391,-0.047106520291213136,-0.03748309570446348,-0.016083820758781998
2000-02-28,1.1612128019332886,1.1926723718643188,0.0023891809200173,51787200,NVIDIA,NVDA,0,hold,0,0.07765340805053686,0.0010582447052002164,-0.01959257523218788,-0.042642933719760766,-0.03675791453896906,-0.017128413475205752
2000-02-29,1.2233349084854126,1.184707721074422,-0.0692897411564665,30604800,NVIDIA,NVDA,0,hold,0,0.008362650871276852,0.025497582980564672,-0.011747545003890986,-0.03463212854259616,-0.03499735081404969,-0.01819184096575958
2000-03-01,1.1874957084655762,1.1906811396280923,0.0358394688180234,38356800,NVIDIA,NVDA,2,buy,1,-0.062122106552123996,0.01471147877829415,-0.003583910067876177,-0.02763216521713759,-0.03371675443231013,-0.019790214446965115
2000-03-02,1.1074527502059937,1.1727611223856609,0.0896004110180577,19104000,NVIDIA,NVDA,2,buy,1,0.03583920001983642,0.012526944705418161,0.00551543434460958,-0.018211411512815027,-0.03135258346273187,-0.02090837702962565
2000-03-03,1.1253728866577148,1.1401071151097617,-0.0167260097251169,27369600,NVIDIA,NVDA,2,buy,1,0.08004295825958249,0.016657076563153912,0.017880175511042276,-0.009995802025218582,-0.02715868447956285,-0.021299139413927578
2000-03-06,1.1182047128677368,1.1170101165771484,0.0143359578572788,43209600,NVIDIA,NVDA,0,hold,0,-0.017920136451721188,0.011946633883884974,0.017123522361119584,-0.002034885018736445,-0.0229480156773015,-0.02162340776673679
2000-03-07,1.5924862623214722,1.2786879539489746,-0.1588901615821407,195220800,NVIDIA,NVDA,0,hold,0,0.007168173789978026,0.016827699116298132,0.01712355415026346,0.001835332860003459,-0.017171713030129144,-0.021482754986861658
2000-03-08,1.6056272983551023,1.4387727578481038,-0.0140368182719772,66873600,NVIDIA,NVDA,0,hold,0,-0.47428154945373513,-0.04730868339538575,-0.017322589953740457,-0.006385500352461266,-0.018806509804307363,-0.024411742440585436
2000-03-09,1.9171357154846191,1.7050830920537312,-0.2923939779297964,95294400,NVIDIA,NVDA,0,hold,0,-0.013141036033630146,-0.101102580342974,-0.04609407583872476,-0.01428077168517059,-0.019527501808969592,-0.02679871179787397
2000-03-10,2.2555248737335205,1.926095962524414,-0.2389321672400677,216120000,NVIDIA,NVDA,1,sell,1,-0.3115084171295167,-0.1703845603125436,-0.08318836490313213,-0.03021772431803274,-0.026529380417706656,-0.0306254540464561
2000-03-13,2.852855920791626,2.341838836669922,-0.807592087921738,241516800,NVIDIA,NVDA,1,sell,1,-0.33838915824890126,-0.23030554226466593,-0.12968570590019227,-0.05687975307087323,-0.03741392733757954,-0.03604513949948579
2000-03-14,2.104997396469116,2.4044593969980874,0.7323287095125588,156777600,NVIDIA,NVDA,1,sell,1,-0.5973310470581054,-0.31353943688528885,-0.20294342438379925,-0.0951732976096017,-0.0581324117225513,-0.04478103788615448
2000-03-15,2.01898193359375,2.3256117502848306,0.2368420214169844,99561600,NVIDIA,NVDA,0,hold,0,0.7478585243225095,-0.1897894484656198,-0.19619862437248237,-0.10529907850118785,-0.06322806592573196,-0.04742651757935587
2000-03-16,1.8000589609146118,1.974679430325826,0.2834337081525953,75038400,NVIDIA,NVDA,0,hold,0,0.08601546287536618,-0.09221969332013814,-0.16175751884778344,-0.10885553333785507,-0.0660014792492515,-0.048949130708948144
2000-03-17,1.909071683883667,1.9093708594640093,-0.1505271285490017,55761600,NVIDIA,NVDA,0,hold,0,0.21892297267913807,0.05836774621691023,-0.09902274012565615,-0.10020472243591981,-0.06442327457561828,-0.04842286083498611
2000-03-20,1.9078770875930784,1.8723359107971191,0.0764581543408187,36528000,NVIDIA,NVDA,0,hold,0,-0.10901272296905516,0.14219063690730502,-0.03171336054801943,-0.09162151289510201,-0.06578037111382735,-0.04826719681617661
2000-03-21,1.813499331474304,1.8768160343170168,0.0979616616825496,53664000,NVIDIA,NVDA,0,hold,0,0.0011945962905886005,0.15804555075509216,0.009333312511444088,-0.08176486177758856,-0.0653999558666296,-0.047191704494025315
2000-03-22,1.8266396522521973,1.84933869043986,0.0011954652705568,23059200,NVIDIA,NVDA,0,hold,0,0.09437775611877439,0.0480512040002006,0.06083326339721683,-0.06502121464236751,-0.0625044778773659,-0.045139884772559105
2000-03-23,1.858895897865296,1.8330116271972656,-0.0489816928406601,30940800,NVIDIA,NVDA,0,hold,0,-0.013140320777893287,0.02635956832340788,0.08896269202232365,-0.04326256212297377,-0.05863439179303352,-0.042802050283976975
2000-03-24,1.781243085861206,1.822259545326233,0.0657068580455411,23160000,NVIDIA,NVDA,0,hold,0,-0.03225624561309879,0.0013568333217074948,0.0852343400319417,-0.01985502924237934,-0.05289476419750012,-0.041354623686503895
2000-03-27,1.6641658544540403,1.7681016127268474,0.1134930830386395,38894400,NVIDIA,NVDA,0,hold,0,0.07765281200408998,0.022084178243364522,0.030294771989186585,0.009231745803749157,-0.04457299228300128,-0.03902562005179269
2000-03-28,1.5399211645126345,1.6617767016092937,0.0669014597259332,39331200,NVIDIA,NVDA,0,hold,0,0.11707723140716571,0.03665910448346815,0.02762168248494466,0.02894238351465581,-0.034404721594693356,-0.03661245137012652
2000-03-29,1.4383742809295654,1.5474870999654131,0.1075201314635274,46944000,NVIDIA,NVDA,2,buy,1,0.12424468994140576,0.05522757257734025,0.03305233518282571,0.05208472367171401,-0.02087254712456151,-0.032750976907795874
2000-03-30,1.430012345314026,1.4694359302520752,-0.0346457499059893,36192000,NVIDIA,NVDA,2,buy,1,0.10154688358306903,0.08615223680223742,0.05551201502482095,0.0675700769319639,-0.0037144481090077273,-0.0283174787248884
2000-03-31,1.6148864030838013,1.4944243431091309,-0.0872103733438289,96297600,NVIDIA,NVDA,2,buy,1,0.008361935615539324,0.09420768192836222,0.06341668566068011,0.07003421023651793,0.013841857199083278,-0.02395814199165758
2000-04-03,1.4885506629943848,1.511149803797404,0.1117012042450882,32995200,NVIDIA,NVDA,0,hold,0,-0.18487405776977514,0.046736880711146726,0.05111164649327597,0.043895368785648536,0.029139311062662213,-0.021726539686982866
2000-04-04,1.4335957765579224,1.5123442808787029,0.1338019808129322,51379200,NVIDIA,NVDA,0,hold,0,0.12633574008941645,0.018901205062866196,0.05021062493324283,0.04057917228111853,0.03898218221831738,-0.018197721330990353
2000-04-05,1.752570629119873,1.5582390228907268,-0.3046388856859898,63960000,NVIDIA,NVDA,0,hold,0,0.054954886436462375,0.005606392451695072,0.04646242459615075,0.03895913401802816,0.04927987445864759,-0.014226348353136941
2000-04-06,1.833808183670044,1.6733248631159463,0.0,40459200,NVIDIA,NVDA,1,sell,1,-0.3189748525619505,-0.04158275127410887,0.012210482358932497,0.03286964343144342,0.048774252021521844,-0.012280605520520895
2000-04-07,1.9604432582855225,1.84894069035848,-0.0346457560866404,31857600,NVIDIA,NVDA,1,sell,1,-0.08123755455017087,-0.06791648524148122,-0.02275831699371338,0.020656513905787204,0.040760568777720114,-0.010072391197599216
2000-04-10,1.7872166633605957,1.8604893684387207,0.2066763949786347,39528000,NVIDIA,NVDA,1,sell,1,-0.12663507461547846,-0.08807233401707242,-0.05553693373998004,0.004533793114043858,0.019528038459911676,-0.008348520988314028
2000-04-11,1.6808912754058838,1.8095170656840007,-0.0182188730369798,45758400,NVIDIA,NVDA,0,hold,0,0.1732265949249267,-0.09014600004468645,-0.06147542993227641,-0.0032971817058521148,0.01258535364217925,-0.0054953053667040315
2000-04-12,1.5064703226089478,1.658192753791809,0.1768098737090693,31344000,NVIDIA,NVDA,0,hold,0,0.10632538795471186,-0.04191573347364153,-0.04774173498153685,-0.00863901389824163,0.00827302388977586,-0.0013662152689666016
2000-04-13,1.4419586658477783,1.54310675462087,0.0764581435297382,31329600,NVIDIA,NVDA,2,buy,1,0.17442095279693598,0.05321368149348669,-0.01764119863510132,-0.010701435214870578,0.009962321582593412,0.004800280385416714
2000-04-14,1.3150253295898438,1.421151439348857,0.0349440097656266,42192000,NVIDIA,NVDA,2,buy,1,0.0645116567611694,0.09792833668845043,0.002628242969512933,-0.009909806932721818,0.0102426526839273,0.011475829596589942
2000-04-17,1.3822251558303833,1.3797363837560015,-0.1780044777180129,29409600,NVIDIA,NVDA,2,buy,1,0.12693333625793451,0.12677955968039378,0.03900575637817382,-0.0031231830408284824,0.011728655664544355,0.019235701513995094
2000-04-18,1.627131700515747,1.4414607286453247,-0.1057282390738529,47750400,NVIDIA,NVDA,0,hold,0,-0.06719982624053952,0.0910590580531529,0.07259076635042828,0.004304740979121284,0.012769268060985375,0.02312453885383795
2000-04-19,1.5494786500930786,1.5196118354797363,0.129023671615291,27835200,NVIDIA,NVDA,0,hold,0,-0.2449065446853637,0.021956191744123183,0.062411258618036924,0.0073898653407673326,0.008955781710775285,0.02512368738944895
2000-04-20,1.5411157608032229,1.5725753704706829,0.0501754102368248,15393600,NVIDIA,NVDA,0,hold,0,0.07765305042266842,-0.023936016219002865,0.04854817589124045,0.013799019436259845,0.005452483160453931,0.025367181171924612
2000-04-24,1.4646570682525637,1.5184171597162883,-0.0119467789005047,20596800,NVIDIA,NVDA,0,hold,0,0.008362889289855733,-0.04125862802777975,0.019950870672861724,0.01487749068291632,0.002900722988864831,0.022986825698702206
2000-04-25,1.624741792678833,1.5435048739115398,-0.0943778900724414,24969600,NVIDIA,NVDA,0,hold,0,0.07645869255065915,-0.032776498794555714,0.0038975695768991856,0.021981143951416007,0.0031889158382750406,0.01636806967223219
2000-04-26,1.6080169677734375,1.5658052762349446,0.1302182520338191,25411200,NVIDIA,NVDA,0,hold,0,-0.16008472442626923,-0.020479897090366933,-0.019343590736389176,0.02621762071337018,0.0027791711322048235,0.013487487473511344
2000-04-27,1.7394300699234009,1.6573962767918904,-0.2389321586446691,28099200,NVIDIA,NVDA,0,hold,0,0.016724824905395497,-0.001535916328430176,-0.02787050803502402,0.021256497404077545,0.004563835001828376,0.011121252017655398
2000-04-28,1.7035901546478271,1.6836790641148884,0.0633167956330835,17904000,NVIDIA,NVDA,0,hold,0,-0.13141310214996332,-0.037444155556815,-0.03808988332748414,0.00922715218512566,0.004717874526977534,0.009263930943211898
