Date,Close,Mean,Dif,Volume,Empresa,Symbol,target,moment,Action,coef_3,coef_7,coef_10,coef_15,coef_20,coef_30
2010-08-11,1.1933330297470093,1.2562223275502522,0.0526670217514038,11964000,Tesla,TSLA,2,buy,1,0.03799998760223387,0.038933178356715614,0.011622204383214318,0.007129659757509337,0.0030093556956240987,-0.0038958926506230404
2010-08-12,1.1733330488204956,1.211777687072754,0.0133339166641235,10365000,Tesla,TSLA,2,buy,1,0.07533395290374754,0.04009516920362201,0.02244441509246826,0.011158971472100898,0.006583629365552934,-0.004904103455285133
2010-08-13,1.2213330268859863,1.1959997018178303,-0.0093330144882204,9510000,Tesla,TSLA,2,buy,1,0.01999998092651366,0.037885730607169016,0.034155565500259395,0.014213933263506204,0.009363748943596555,-0.005047944085351351
2010-08-16,1.2519999742507937,1.2155553499857583,-0.0219999551773073,7287000,Tesla,TSLA,0,hold,0,-0.047999978065490716,0.025676301547459195,0.034622212251027434,0.015563378753242912,0.009545032601607469,-0.004306398706483135
2010-08-17,1.2766669988632202,1.25,-0.0126669406890869,6718500,Tesla,TSLA,0,hold,0,-0.030666947364807344,0.012438195092337439,0.024433330694834377,0.016145058778616092,0.010705270056138952,-0.002283082219767454
2010-08-18,1.2513329982757568,1.2599999904632568,0.0546669960021972,9019500,Tesla,TSLA,0,hold,0,-0.02466702461242653,-0.007542882646833163,0.012911097208658847,0.015129670206007063,0.011391811412677422,-0.000189486924063396
2010-08-19,1.25266695022583,1.260222315788269,-0.0166670083999633,8686500,Tesla,TSLA,0,hold,0,0.025334000587463365,-0.01801910400390626,0.005233365297317499,0.015191203159290352,0.011440938188318617,0.0013711059621989436
2010-08-20,1.273332953453064,1.259110967318217,-0.0299999713897702,4440000,Tesla,TSLA,0,hold,0,-0.0013339519500732415,-0.014609612737383152,0.000377786159515378,0.01565274039467612,0.010869007779840833,0.002995077494917245
2010-08-23,1.3420000076293943,1.2893333037694297,-0.069332957267761,16321500,Tesla,TSLA,0,hold,0,-0.02066600322723388,-0.006761901719229541,-0.006799991925557455,0.013032956175751734,0.010076024239523364,0.004694584613950382
2010-08-24,1.2799999713897705,1.2984443108240764,0.0033329725265502,10096500,Tesla,TSLA,0,hold,0,-0.06866705417633032,-0.012609485217503082,-0.0159444749355316,0.005654205856742445,0.008450290613007127,0.005450908597466984
2010-08-25,1.3266669511795044,1.3162223100662231,-0.0493339300155639,7549500,Tesla,TSLA,0,hold,0,0.06200003623962378,-0.00883805411202565,-0.013455575704574568,0.0010300369053096615,0.007555557761275978,0.005862728480635019
2010-08-26,1.3166669607162476,1.307777961095174,0.0093330144882202,6507000,Tesla,TSLA,0,hold,0,-0.04666697978973388,-0.015066739491053983,-0.010966694355010973,-0.0037509155797434334,0.006178936623690422,0.005907061006048045
2010-08-27,1.3133330345153809,1.3188889821370442,0.0033339262008666,5694000,Tesla,TSLA,0,hold,0,0.00999999046325683,-0.011942914554050997,-0.009255580107370993,-0.006517224783425798,0.005387123844079806,0.00565122888593251
2010-08-30,1.324666976928711,1.3182223240534463,-0.01133394241333,10992000,Tesla,TSLA,0,hold,0,0.003333926200866698,-0.004876235553196517,-0.008288884162902835,-0.00916337940719101,0.003479519015864323,0.004763543253461717
2010-08-31,1.2986669540405271,1.3122223218282063,0.01200008392334,3016500,Tesla,TSLA,0,hold,0,-0.011333942413330071,-9.525844029021031e-05,-0.00911115209261577,-0.010851312731648535,4.559964464422082e-05,0.0045182226913903145
2010-09-01,1.363332986831665,1.328888972600301,-0.0553330183029174,7423500,Tesla,TSLA,0,hold,0,0.026000022888183805,-0.002400030408586742,-0.005288918813069655,-0.009066697529384056,-0.002414049182021822,0.004477497450823857
2010-09-02,1.4040000438690186,1.3553333282470703,-0.0460000038146972,7306500,Tesla,TSLA,0,hold,0,-0.06466603279113789,-0.004018974304199201,-0.005100017786026002,-0.008007336972833979,-0.005155557916875465,0.0035822616422117658
2010-09-03,1.4033329486846924,1.3902219931284587,-0.0119999647140502,6519000,Tesla,TSLA,0,hold,0,-0.0406670570373535,-0.01601900713784354,-0.007499986886978154,-0.008857144628252291,-0.007533336104008182,0.002245646098564413
